tradingsymbol,name,exchange,instrument_token,exchange_token
1063IOT28E,,BSE,243252996,950207
1063IOT28F,,BSE,243253252,950208
1008IOT26A,,BSE,243253764,950210
1008IOT26B,,BSE,243254020,950211
1008IOT26C,,BSE,243254276,950212
1008IOT27A,,BSE,243254532,950213
1008IOT27B,,BSE,243254788,950214
1008IOT27C,,BSE,243255044,950215
1008IOT28A,,BSE,243255300,950216
1008IOT28B,,BSE,243255556,950217
1008IOT28C,,BSE,243255812,950218
1008IOT28D,,BSE,243256068,950219
1008IOT28E,,BSE,243256324,950220
1008IOT28F,,BSE,243256580,950221
850PFCL24,,BSE,243317252,950458
880PFCL25,,BSE,243317508,950459
890PFCL25,,BSE,243317764,950460
895PFCL25,,BSE,243318020,950461
870PFCL25,,BSE,243318276,950462
875PFCL25,,BSE,243318532,950463
905PFCL25,,BSE,243318788,950464
946PFCL26,,BSE,243319044,950465
945PFCL26,,BSE,243319556,950467
900PFCL28,,BSE,243319812,950468
890PFCL28,,BSE,243320068,950469
894PFCL28,,BSE,243320580,950471
885PFCL30,,BSE,243321092,950473
905PFCL30,,BSE,243321604,950475
775PFCL26,,BSE,243324164,950485
738PFCL27,,BSE,243324420,950486
738PFCL27A,,BSE,243324676,950487
846PFCL28,,BSE,243325956,950492
816PFCL26,,BSE,243326468,950494
872PFCL22A,,BSE,243327236,950497
872PFCL22,,BSE,243327492,950498
793PGCIL25,,BSE,243388164,950735
793PGCIL26,,BSE,243388420,950736
793PGCIL27,,BSE,243388676,950737
793PGCIL28,,BSE,243388932,950738
870PGCIL28,,BSE,243389956,950742
965PGCIL25,,BSE,243392004,950750
965PGCIL26,,BSE,243392260,950751
965PGCIL27,,BSE,243392516,950752
965PGCIL28,,BSE,243392772,950753
965PGCIL29,,BSE,243393028,950754
939PFCL29,,BSE,243395332,950763
1025SFL024,,BSE,243429892,950898
1015BFL24,,BSE,243436548,950924
10SFL24B,,BSE,243438340,950931
960NEEPC24,,BSE,243462148,951024
1080IFCI24,,BSE,243467012,951043
925PNB24,,BSE,243467268,951044
1025SFL24C,,BSE,243468036,951047
9SAIL2014,,BSE,243472388,951064
1030SHFL24,,BSE,243473668,951069
890IBL25A,,BSE,243480580,951096
960HDFCB24,,BSE,243485444,951115
1010SFL24,,BSE,243492612,951143
1050JIL17,,BSE,243499524,951170
888IFC27A,,BSE,243508740,951206
888IFC29B,,BSE,243509252,951208
888IFC30C,,BSE,243509508,951209
888IFC31D,,BSE,243509764,951210
888IFC32E,,BSE,243510020,951211
888IFC28F,,BSE,243510276,951212
9IFC2033G,,BSE,243510532,951213
9IFC2034H,,BSE,243510788,951214
797IFC24,,BSE,243511556,951217
955HDB24,,BSE,243517956,951242
824MTNL24A,,BSE,243518468,951244
824MTNL24C,,BSE,243518980,951246
932RCL24,,BSE,243519492,951248
10SFL2024,,BSE,243519748,951249
955HDB2024,,BSE,243525124,951270
910LTF24,,BSE,243526660,951276
920MPFC24,,BSE,243526916,951277
936BFL24,,BSE,243527428,951279
829MTNL24,,BSE,243529988,951289
950MMFSL24,,BSE,243533828,951304
990SFL24,,BSE,243534340,951306
1050ECL24,,BSE,243539204,951325
885ABL24,,BSE,243542020,951336
980SFL24,,BSE,243546884,951355
848PFCL24C,,BSE,243549700,951366
913HPSEB24,,BSE,243553540,951381
895MMFSL24,,BSE,243557892,951398
855SBI24,,BSE,243560964,951410
857REC2024,,BSE,243561476,951412
9RRVPN2026,,BSE,243566340,951431
1040ECL24,,BSE,243579396,951482
865PFCL24,,BSE,243580420,951486
865PFCL25,,BSE,243584516,951502
920TGDCL24,,BSE,243585796,951507
93PGCIL29,,BSE,243587076,951512
893PGCIL24,,BSE,243589124,951520
893PGCIL25,,BSE,243589380,951521
893PGCIL26,,BSE,243589636,951522
893PGCIL27,,BSE,243589892,951523
893PGCIL28,,BSE,243590148,951524
893PGCIL29,,BSE,243590404,951525
9ILFS2024,,BSE,243593476,951537
9RIL25,,BSE,243598340,951556
823REC2025,,BSE,243600132,951563
865RRVPN27,,BSE,243606788,951589
879MMFSL25,,BSE,243608068,951594
84HDFCB25,,BSE,243608836,951597
875LTF25,,BSE,243609348,951599
8725IDBI25,,BSE,243609604,951600
1020HDFCPE,,BSE,243612676,951612
872ILFS25,,BSE,243615492,951623
875ILFS25,,BSE,243618308,951634
845IIL25B,,BSE,243621380,951646
827REC25,,BSE,243621636,951647
918MMFSL25,,BSE,243622404,951650
849LTF25,,BSE,243622660,951651
851LTF30,,BSE,243623172,951653
12VRDP35,,BSE,243623428,951654
820PGCIL25,,BSE,243629316,951677
820PGCIL30,,BSE,243629572,951678
845ABL25,,BSE,243629828,951679
1125ECL25,,BSE,243630084,951680
823PNB25,,BSE,243632132,951688
1125NIDO25,,BSE,243632388,951689
915PNBPER,,BSE,243633924,951695
1010ECL25,,BSE,243637508,951709
835REC25,,BSE,243637764,951710
885YES25,,BSE,243638532,951713
865HDFCB25,,BSE,243639812,951718
875LTF25A,,BSE,243640324,951720
845HDFCB25,,BSE,243642628,951729
843HDFCB25,,BSE,243649540,951756
870MMFSL25,,BSE,243655172,951778
820PFCL25,,BSE,243660548,951799
965RCL2025,,BSE,243666436,951822
16BPPL2025,,BSE,243672836,951847
839PFCL25,,BSE,243674372,951853
872MMFSL25,,BSE,243675140,951856
841PFCL25,,BSE,243678468,951869
1020ECL25,,BSE,243681796,951882
915NEEPC25,,BSE,243683844,951890
835PNB25,,BSE,243685892,951898
874RRVPN27,,BSE,243686148,951899
845HDFC25,,BSE,243693316,951927
980AHFL25,,BSE,243694340,951931
879IRFC30,,BSE,243698948,951949
830REC25,,BSE,243703556,951967
905BFL25,,BSE,243704580,951971
1175CSFB30,,BSE,243710724,951995
999JPL25,,BSE,243713796,952007
999JPL26,,BSE,243714820,952011
890LTF25,,BSE,243716868,952019
890LTF25C,,BSE,243719684,952030
890LTF25D,,BSE,243720708,952034
9MMFSL2025,,BSE,243724804,952050
10ECL25,,BSE,243726340,952056
89LTFA25,,BSE,243731716,952077
910ISEC25,,BSE,243736324,952095
95MRHFL25,,BSE,243738884,952105
890LTF25A,,BSE,243746820,952136
884LTF25,,BSE,243747844,952140
885LTF25,,BSE,243755780,952171
887LTF25,,BSE,243765764,952210
884LTF25A,,BSE,243768068,952219
1150ERFL25,,BSE,243775748,952249
1050HDFCPE,,BSE,243780356,952267
9TGDCL2025,,BSE,243780612,952268
9MMFSL25,,BSE,243785732,952288
915YES25,,BSE,243787780,952296
981LTMR35,,BSE,243792900,952316
895MMFSL25,,BSE,243794436,952322
910MMFSL25,,BSE,243794948,952324
12MFLS1,,BSE,243804164,952360
12 MFLS2,,BSE,243804420,952361
12 MFLS3,,BSE,243804676,952362
12MFLS4,,BSE,243805188,952364
716PFCL25A,,BSE,243817988,952414
717REC25,,BSE,243821060,952426
895YES25,,BSE,243842052,952508
1010AFS25,,BSE,243846404,952525
1035PKH24A,,BSE,243851524,952545
1035PKHI25,,BSE,243851780,952546
1035PKHI26,,BSE,243852036,952547
11EFCL25,,BSE,243852292,952548
1035PKH26A,,BSE,243852548,952549
1035PKHL27,,BSE,243852804,952550
IBTPL25,,BSE,243856900,952566
IBTPL25A,,BSE,243857156,952567
719IRFC25,,BSE,243858948,952574
1010AFS25A,,BSE,243860228,952579
9MMFSL25A,,BSE,243865604,952600
9MMFSL25B,,BSE,243868164,952610
975ECL25,,BSE,243872004,952625
890BFL25,,BSE,243874820,952636
869ILFS25,,BSE,243880452,952658
715NTPC25,,BSE,243880708,952659
LTFPERP,,BSE,243881220,952661
869ILFS25A,,BSE,243881476,952662
902IOT2028,,BSE,243885060,952676
715IRFC25,,BSE,243886084,952680
1062ECL25,,BSE,243898372,952728
890LTF25B,,BSE,243907076,952762
PFLPERP,,BSE,243910148,952774
840PFCL25,,BSE,243911172,952778
975ECL25A,,BSE,243913988,952789
711NHAI25,,BSE,243914500,952791
728NHAI30,,BSE,243915012,952793
1025SIBL25,,BSE,243919364,952810
850ABL25,,BSE,243924228,952829
875ILFS25A,,BSE,243924996,952832
811REC25,,BSE,243925508,952834
1060ECL25,,BSE,243928836,952847
930HDFCC25,,BSE,243929604,952850
868NEEPC30,,BSE,243929860,952851
875MMFSL25,,BSE,243930884,952855
1210PFLPER,,BSE,243932932,952863
10ECL2025,,BSE,243938308,952884
980ECL2025,,BSE,243938564,952885
925MRHFL25,,BSE,243940868,952894
918ECL25,,BSE,243942660,952901
870BFL25,,BSE,243943940,952906
890MMFSL25,,BSE,243945988,952914
8258RIL25,,BSE,243946756,952917
894BFL25,,BSE,243947524,952920
981LTMRH35,,BSE,243957764,952960
825ABL25,,BSE,243959044,952965
881TFC25,,BSE,243965188,952989
894BFL25A,,BSE,243965444,952990
ARPZC27,,BSE,243966212,952993
85IIL25,,BSE,243970564,953010
93ELR24R,,BSE,243983108,953059
93ELR25S,,BSE,243983364,953060
93ELR25T,,BSE,243983620,953061
93ELR26U,,BSE,243983876,953062
93ELR26V,,BSE,243984132,953063
93ELR27W,,BSE,243984388,953064
93ELR27X,,BSE,243984644,953065
93ELR28Y,,BSE,243984900,953066
93ELR28Z,,BSE,243985156,953067
1945MGMR20,,BSE,243987716,953077
855LTF25,,BSE,243994116,953102
835HDFCB25,,BSE,243995396,953107
819NTPC25,,BSE,243996932,953113
960ECL25,,BSE,244003588,953139
890YES25,,BSE,244004868,953144
138JSFBL27,,BSE,244005892,953148
840SBOI25,,BSE,244007172,953153
981ECL25,,BSE,244007428,953154
9KMIL25,,BSE,244013060,953176
96AHFL26,,BSE,244013316,953177
862IDBI30,,BSE,244013828,953179
862IDBI26,,BSE,244014084,953180
840SBI25,,BSE,244018436,953197
9YES26,,BSE,244024324,953220
863LTF26,,BSE,244025092,953223
863LTF31,,BSE,244025348,953224
863LTF36,,BSE,244025604,953225
905YES26,,BSE,244028164,953235
86IIL26,,BSE,244028676,953237
960AHFL26,,BSE,244032004,953250
872NSEPL25,,BSE,244033028,953254
960AHFL26A,,BSE,244035076,953262
960AHFL26B,,BSE,244036100,953266
891NSEPL27,,BSE,244037380,953271
891NSEPL26,,BSE,244037636,953272
845SBI26,,BSE,244038660,953276
960ECL26,,BSE,244040964,953285
955AHFL26,,BSE,244041988,953289
865PNB26,,BSE,244066052,953383
880IDBI26,,BSE,244066564,953385
870IIL26II,,BSE,244070660,953401
875LTF26,,BSE,244071172,953403
815PGCIL25,,BSE,244073732,953413
815PGCIL30,,BSE,244073988,953414
832PGCIL25,,BSE,244074756,953417
832PGCIL30,,BSE,244075524,953420
840PGCIL25,,BSE,244077316,953427
840PGCI26A,,BSE,244077572,953428
840PGCIL27,,BSE,244078340,953431
840PGCIL28,,BSE,244078596,953432
840PGCIL29,,BSE,244079108,953434
840PGCIL26,,BSE,244079364,953435
840PGCIL30,,BSE,244079620,953436
840PGCI26B,,BSE,244079876,953437
840PGCI29A,,BSE,244080132,953438
840PGCI27A,,BSE,244080388,953439
84PGCIL30,,BSE,244080644,953440
840PGCI28A,,BSE,244080900,953441
845SBI26A,,BSE,244082948,953449
10TGDCL26,,BSE,244083972,953453
890ILFSF26,,BSE,244085764,953460
702NHAI26,,BSE,244093188,953489
739NHAI31,,BSE,244093444,953490
873LTF36,,BSE,244095236,953497
873LTF26,,BSE,244095492,953498
973LTF31,,BSE,244095748,953499
955AHFL26A,,BSE,244096260,953501
707NABAR26,,BSE,244098820,953511
10BUDPL26,,BSE,244100612,953518
10BUDPL26A,,BSE,244100868,953519
10BUDPL26B,,BSE,244101124,953520
10BUDPL26C,,BSE,244101380,953521
10BUDPL26D,,BSE,244101636,953522
862IIL26,,BSE,244108804,953550
9SCFL26,,BSE,244117764,953585
880ILFS26,,BSE,244118788,953589
950LTF16,,BSE,244126212,953618
955AHFL26B,,BSE,244126980,953621
704IRFC26A,,BSE,244134148,953649
890BFL26A,,BSE,244136708,953659
8750LTF26,,BSE,244139524,953670
950ECL26,,BSE,244140548,953674
865IIL26,,BSE,244140804,953675
965ECL26,,BSE,244141316,953677
865IIL26A,,BSE,244142596,953682
930SFL26,,BSE,244143364,953685
1039HPSE26,,BSE,244143876,953687
9YES26A,,BSE,244144132,953688
890BFL26,,BSE,244147204,953700
930SFL26A,,BSE,244150020,953711
880BFL26,,BSE,244153860,953726
1175CSFB31,,BSE,244157188,953739
880BFL26Y,,BSE,244157444,953740
903ILFS26,,BSE,244160260,953751
872LTF26,,BSE,244161284,953755
LTH300316,,BSE,244161540,953756
955AHFL26C,,BSE,244163588,953764
885ILFS26,,BSE,244170756,953792
885ILFSF26,,BSE,244174340,953806
9SCL26R,,BSE,244181252,953833
920SFL26,,BSE,244192260,953876
922SFL26,,BSE,244192516,953877
803PFCL26,,BSE,244194564,953885
9SCL2026,,BSE,244195332,953888
87ISEC26,,BSE,244196868,953894
832HDFCB26,,BSE,244197380,953896
805NTPC26,,BSE,244198148,953899
910MRHFL26,,BSE,244199428,953904
890MRHFL26,,BSE,244199940,953906
910MRHF26B,,BSE,244200196,953907
851IIL26,,BSE,244209412,953943
940AHFL26,,BSE,244210692,953948
867LTF26,,BSE,244211204,953950
835HDFCB26,,BSE,244212996,953957
9SCL26,,BSE,244215044,953965
ECLNIFT26,,BSE,244220420,953986
845HDFCB26,,BSE,244220932,953988
960ECL26A,,BSE,244224004,954000
962NIDO26,,BSE,244225284,954005
910MRHF26A,,BSE,244231172,954028
910MRHF26P,,BSE,244231428,954029
810NTPC26,,BSE,244234244,954040
810NTPC31,,BSE,244234500,954041
85ABL26,,BSE,244236292,954048
961ECL26,,BSE,244237316,954052
9SCL26C,,BSE,244238340,954056
844HDFCB26,,BSE,244238852,954058
910MRHF26C,,BSE,244243460,954076
935APSEZ26,,BSE,244252932,954113
9SCFL26A,,BSE,244257540,954131
960ECL26C,,BSE,244260356,954142
12SCNL25,,BSE,244266500,954166
1210PFLA,,BSE,244267780,954171
875LTF26A,,BSE,244269060,954176
1015ECL26,,BSE,244270852,954183
846HDFCB26,,BSE,244271364,954185
88LTF26,,BSE,244281860,954226
846HDFC26A,,BSE,244283140,954231
88LTF26A,,BSE,244283396,954232
920BOM26,,BSE,244291588,954264
857IIL26,,BSE,244297476,954287
EARCNIFT26,,BSE,244300548,954299
1210PFLB,,BSE,244302596,954307
930SCL26,,BSE,244303364,954310
9SCL26A,,BSE,244303620,954311
865BFL26,,BSE,244305412,954318
10EARC26,,BSE,244316676,954362
10EARC26A,,BSE,244317188,954364
935APSE26A,,BSE,244320004,954375
EARCNIF26B,,BSE,244320772,954378
EARCNIF26C,,BSE,244321796,954382
EARCNIF26D,,BSE,244324868,954394
877LTF26,,BSE,244328452,954408
878LTF26,,BSE,244333316,954427
EARCNIF26,,BSE,244335364,954435
IVEPLZC28,,BSE,244337156,954442
885BFL26,,BSE,244338692,954448
885BFL26A,,BSE,244342020,954461
890SCL26,,BSE,244342788,954464
EARCNIF26E,,BSE,244347140,954481
1210PFLC,,BSE,244354052,954508
EARCNIFE26,,BSE,244358916,954527
879HDBFS26,,BSE,244360452,954533
899MRHF26,,BSE,244360708,954534
803NHAI41,,BSE,244364548,954549
890ILFSL26,,BSE,244371460,954576
865LTF31,,BSE,244374532,954588
990SFL25,,BSE,244377092,954598
990SF25,,BSE,244381188,954614
880AFL26,,BSE,244386308,954634
887SFL26,,BSE,244389892,954648
763PFCL26,,BSE,244394244,954665
863LTF831,,BSE,244397572,954678
790HDFCB26,,BSE,244402180,954696
ECLNIFT26A,,BSE,244404228,954704
962PTCIF25,,BSE,244404996,954707
10BUDPL27,,BSE,244405252,954708
10BUDPL27A,,BSE,244405508,954709
10BUDPL27B,,BSE,244406020,954711
910RGICL26,,BSE,244406276,954712
813PGCIL26,,BSE,244408580,954721
813PGCIL27,,BSE,244408836,954722
813PGCIL28,,BSE,244409092,954723
813PGCIL29,,BSE,244409348,954724
813PGCIL30,,BSE,244409604,954725
813PGCIL31,,BSE,244409860,954726
813PGCIL25,,BSE,244410372,954728
797PGCIL26,,BSE,244410884,954730
797PGCIL31,,BSE,244411140,954731
875BFL26B,,BSE,244411908,954734
875ILFSF26,,BSE,244412932,954738
758NTPC26,,BSE,244413700,954741
925BCL26,,BSE,244414468,954744
768NHAI41,,BSE,244423940,954781
845ICICI25,,BSE,244427524,954795
840ICICI26,,BSE,244427780,954796
14APHPL25,,BSE,244428292,954798
14APHPL25A,,BSE,244428548,954799
855LTF31,,BSE,244432644,954815
824IIL26,,BSE,244439300,954841
851ILFS26,,BSE,244441604,954850
9RCL26,,BSE,244442372,954853
9RCL26A,,BSE,244442884,954855
121PFLPER,,BSE,244447236,954872
747NTPC26,,BSE,244448004,954875
795HDFC26,,BSE,244459780,954921
756PFCL26,,BSE,244460036,954922
925BCL26A,,BSE,244460804,954925
10AHFL26,,BSE,244463108,954934
805BFL26,,BSE,244463364,954935
8YES26,,BSE,244473604,954975
757MML26,,BSE,244474116,954977
815TSL26,,BSE,244474628,954979
84300LTF,,BSE,244475908,954984
755PFCL26A,,BSE,244477188,954989
PREPLZC28,,BSE,244477700,954991
845BFL26,,BSE,244480004,955000
869ILFSL26,,BSE,244486916,955027
806BFL29,,BSE,244487940,955031
850ILFSL26,,BSE,244488196,955032
843LTF26,,BSE,244493316,955052
843LTF31,,BSE,244493828,955054
8300LTH26,,BSE,244502276,955087
759THDC26,,BSE,244502788,955089
975AHFL26,,BSE,244503300,955091
10AHFL26A,,BSE,244503556,955092
975AHF26A,,BSE,244504068,955094
830LTF26,,BSE,244508932,955113
738NABAR31,,BSE,244512260,955126
720NABAR31,,BSE,244517124,955145
975AHFL26A,,BSE,244517636,955147
995ERFL26,,BSE,244519940,955156
795SPTL26,,BSE,244524548,955174
749NTPC31,,BSE,244526852,955183
885RCL26,,BSE,244532996,955207
885RCL26A,,BSE,244533252,955208
752REC26,,BSE,244538628,955229
815LTF26,,BSE,244543492,955248
772HDFCB26,,BSE,244544260,955251
9AHFL26,,BSE,244545540,955256
795LTF26,,BSE,244545796,955257
784ABL26,,BSE,244552196,955282
790SPTL26,,BSE,244555268,955294
84MRHFL26,,BSE,244559364,955310
824APSEZ26,,BSE,244559620,955311
10SIDC26,,BSE,244561668,955319
805BFL26A,,BSE,244564228,955329
850SFL26,,BSE,244564740,955331
868ILFSL26,,BSE,244571908,955359
824IIL26A,,BSE,244579588,955389
104PFL26,,BSE,244581892,955398
737NTPC31,,BSE,244590340,955431
755PGCIL31,,BSE,244593156,955442
736PGCIL26,,BSE,244593412,955443
805HDBFS26,,BSE,244593924,955445
835KMIL26,,BSE,244598276,955462
97TGDCL26,,BSE,244603652,955483
754REC26,,BSE,244603908,955484
748NABAR31,,BSE,244604932,955488
73NABARD31,,BSE,244607492,955498
85SFL26,,BSE,244611076,955512
805LTF27,,BSE,244611332,955513
810IIL26,,BSE,244613636,955522
104PFL27,,BSE,244618756,955542
723PFCL27,,BSE,244623620,955561
71PFCL27,,BSE,244629508,955584
716NABAR32,,BSE,244630532,955588
EFCLNIFT27,,BSE,244631044,955590
722NHAI47,,BSE,244633604,955600
734NABAR32,,BSE,244634372,955603
718PFCL27,,BSE,244636164,955610
1040PFL27,,BSE,244640004,955625
805LTF27A,,BSE,244644100,955641
115PFLPER,,BSE,244657412,955693
722IREDA27,,BSE,244658436,955697
897UPPCL25,,BSE,244677124,955770
897UPPCL26,,BSE,244677380,955771
897UPPCL27,,BSE,244677636,955772
85ILFSFS27,,BSE,244680196,955782
76PFCL27,,BSE,244680708,955784
76IREDA27,,BSE,244686084,955805
9ECL27,,BSE,244688644,955815
1025PFL27,,BSE,244689156,955817
115PFLPERP,,BSE,244695044,955840
822APSEZ27,,BSE,244696324,955845
790IWAI27,,BSE,244698116,955852
785IREDA27,,BSE,244699652,955858
789PGCIL27,,BSE,244705796,955882
795REC27,,BSE,244710916,955902
804NABAR32,,BSE,244713476,955912
771NABAR32,,BSE,244721156,955942
960FEL25A,,BSE,244725252,955958
775PFCL27,,BSE,244732420,955986
1108HDFC27,,BSE,244733956,955992
783IRFC27,,BSE,244735748,955999
2EARC27,,BSE,244746500,956041
830MRHFL27,,BSE,244747780,956046
85500KMI27,,BSE,244748292,956048
88KTL25,,BSE,244752132,956063
88KTL26,,BSE,244752388,956064
88KTL27,,BSE,244752644,956065
914KTL28,,BSE,244752900,956066
914KTL29,,BSE,244753156,956067
914KTL30,,BSE,244753412,956068
914KTL31,,BSE,244753668,956069
914KTL32,,BSE,244753924,956070
95KTL33,,BSE,244754180,956071
95KTL34,,BSE,244754436,956072
95KTL35,,BSE,244754692,956073
95KTL36,,BSE,244754948,956074
95KTL37,,BSE,244755204,956075
95KTL38,,BSE,244755460,956076
95KTL39,,BSE,244755716,956077
95KTL40,,BSE,244755972,956078
835NICL27,,BSE,244759556,956092
2EARC7A,,BSE,244761604,956100
812IREDA27,,BSE,244770820,956136
754NABAR32,,BSE,244772100,956141
805IREDA27,,BSE,244772612,956143
848UPPCL25,,BSE,244773892,956148
848UPPCL26,,BSE,244774148,956149
848UPPCL27,,BSE,244774404,956150
150HDFCB27,,BSE,244781316,956177
823ILFSL27,,BSE,244784388,956189
905RCL27,,BSE,244785412,956193
150HDFC27A,,BSE,244789252,956208
2EARC27B,,BSE,244795652,956233
2EARC27C,,BSE,244796164,956235
825ISEC27,,BSE,244802564,956260
975ECL27,,BSE,244806660,956276
85AFL27,,BSE,244817412,956318
1025ECL99,,BSE,244818180,956321
1025ECL99A,,BSE,244818436,956322
850MRHFL27,,BSE,244822276,956337
1010PFL27,,BSE,244822532,956338
82LTF32,,BSE,244845316,956427
850MRHF27A,,BSE,244856324,956470
749IRFC27,,BSE,244871172,956528
744PFCL27,,BSE,244871684,956530
752NHPC25,,BSE,244872452,956533
752NHPC26,,BSE,244872964,956535
752NHPC27,,BSE,244873220,956536
810BFL32,,BSE,244877316,956552
724NHAI47,,BSE,244883716,956577
ATCPLZC27,,BSE,244888068,956594
850MRHF27B,,BSE,244888836,956597
766ABL27,,BSE,244891396,956607
815BFL27,,BSE,244893956,956617
960ECL25A,,BSE,244894212,956618
965ECL27,,BSE,244894724,956620
727IRFC27,,BSE,244897540,956631
759LTF24,,BSE,244898308,956634
88EFCL27,,BSE,244903684,956655
950AFSL27,,BSE,244906500,956666
8RPL35,,BSE,244907524,956670
756HBL27,,BSE,244910852,956683
AHREPZC27,,BSE,244913156,956692
99ERCL27,,BSE,244915204,956700
714NHAI47,,BSE,244916996,956707
99ERCL27A,,BSE,244917764,956710
78LTF29,,BSE,244918788,956714
747ICICI27,,BSE,244919812,956718
82HCFSL27,,BSE,244928516,956752
730PGCIL27,,BSE,244930564,956760
770ILFS27,,BSE,244934404,956775
11PFLPER,,BSE,244937476,956787
720PGCIL27,,BSE,244940036,956797
73PFCL27,,BSE,244940548,956799
925ERFL27,,BSE,244941316,956802
12STIPL27,,BSE,244942852,956808
738NHAI32,,BSE,244946180,956821
2EARC27D,,BSE,244949764,956835
2EARC27E,,BSE,244950020,956836
733IRFC27,,BSE,244952068,956844
925ECL27,,BSE,244956932,956863
835SCL27,,BSE,244961796,956882
803SCL27,,BSE,244962052,956883
770ILFSL27,,BSE,244963588,956889
735NHPC25,,BSE,244967172,956903
735NHPC26,,BSE,244967428,956904
735NHPC27,,BSE,244967684,956905
850ECL27,,BSE,244968708,956909
727NABAR32,,BSE,244972036,956922
808AFL27,,BSE,244973316,956927
785ILFS27,,BSE,244973828,956929
13WHREPL37,,BSE,244974084,956930
796PCHFL27,,BSE,244975620,956936
748NABAR32,,BSE,244976388,956939
780YES27,,BSE,244978692,956948
891FEL24,,BSE,244980484,956955
780YES27A,,BSE,245001988,957039
925ECL27A,,BSE,245004804,957050
746BFL24,,BSE,245005316,957052
747IWAI27,,BSE,245009156,957067
820SFL27,,BSE,245010692,957073
891FEL24A,,BSE,245011716,957077
925ERFL27A,,BSE,245013252,957083
923RCFL27,,BSE,245015044,957090
EIPPZC27,,BSE,245015812,957093
95TBVFL24,,BSE,245018116,957102
765APSEZ27,,BSE,245019908,957109
788ILFSL24,,BSE,245022980,957121
84MBEL24,,BSE,245025028,957129
84MBEL25,,BSE,245025284,957130
84MBEL26,,BSE,245025540,957131
84MBEL27,,BSE,245025796,957132
84MBEL28,,BSE,245026052,957133
84MBEL29,,BSE,245026308,957134
84MBEL30,,BSE,245026564,957135
754IRFC27,,BSE,245028868,957144
799TPCL24,,BSE,245034500,957166
768NEEPC25,,BSE,245035524,957170
81HCFSL27,,BSE,245036036,957172
845ICCL27,,BSE,245036292,957173
2EARCL27F,,BSE,245037828,957179
764NHAI32,,BSE,245038084,957180
765PFCL27,,BSE,245039620,957186
12MFLPER,,BSE,245039876,957187
95SIBL28,,BSE,245040388,957189
12MFLPERA,,BSE,245041156,957192
845ICCL27A,,BSE,245042180,957196
78NABARD32,,BSE,245042436,957197
975UPPCL24,,BSE,245044740,957206
975UPPCL25,,BSE,245044996,957207
975UPPCL26,,BSE,245045252,957208
975UPPCL27,,BSE,245045508,957209
94AKCF24,,BSE,245048324,957220
77REC27,,BSE,245048836,957222
825KMPL27,,BSE,245049092,957223
762PFCL27,,BSE,245049604,957225
875HCFSER,,BSE,245050372,957228
925ERCS27,,BSE,245051396,957232
774PGCIL28,,BSE,245051652,957233
774PGCIL29,,BSE,245051908,957234
774PGCIL30,,BSE,245052164,957235
774PGCIL31,,BSE,245052420,957236
774PGCIL32,,BSE,245052676,957237
975ERFLPER,,BSE,245054980,957246
935AFS27,,BSE,245056772,957253
88IFSLPER,,BSE,245063684,957280
105ESFBL24,,BSE,245084164,957360
925JKBL24,,BSE,245088004,957375
845ICCL28,,BSE,245089540,957381
925EFCL28,,BSE,245090564,957385
775NABAR33,,BSE,245092612,957393
840ILFSL25,,BSE,245093892,957398
794NABAR33,,BSE,245094916,957402
845IIL28,,BSE,245096708,957409
812SCL25,,BSE,245099268,957419
895ABHF26,,BSE,245100036,957422
91ABHF26,,BSE,245104900,957441
91ABHF26A,,BSE,245105156,957442
91ABHF26B,,BSE,245105412,957443
899ABHF26,,BSE,245105668,957444
